PID,TITLE,AUTHORS
M921004,Text Filtering in B_IUC_3 and MUC_4,#DAVID_D_LEWIS#RICHARD_M_TONG
M921005,AN ADJUNCT TEST FOR DISCOURSE PROCESSING IN MUC_4,#LYNETTE_HIRSCHMAN
M921006,GE ADJUNCT TEST REPORT_OBJECT_ORIENTED DESIGN AND SCORING FOR MUC_4,#GEORGE_KRUPKA#LISA_RAU
M921007,BBN PLUM_MUC_4 Test Results and Analysis,#RALPH_WEISCHEDEL#DAMARIS_AYUSO#SEAN_BOISEN#HEIDI_FOX#HERBERT_GISH#ROBERT_INGRIA
M921008,GE NLTOOLSET_MUC_4 TEST RESULTS AND ANALYSIS,#LISA_RAU#GEORGE_KRUPKA#PAUL_JACOBS
M921009,TIPSTER SHOGUN SYSTEM _JOINT GE_CMU__ MUC_4 TEST RESULTS AND ANALYSIS,#GEORGE_KRUPKA#PAUL_JACOBS#MICHAEL_MAULDIN#TODD_KAUFMANN#IRASIDER
M921010,HUGHES RESEARCH LABORATORIESTRAINABLE TEXT SKIMMER_MUC_4 TEST RESULTS AND ANALYSIS,#STEPHANIE_E_AUGUST#CHARLES_P_DOLAN
M921011,_LANGUAGE SYSTEMS_ INC_MUC_4 TEST RESULTS AND ANALYSIS_,#CHRISTINE_A_MONTGOMERY#BONNIE_GLOVER_STALLS#ROBERT_R_STUMBERGER#NAICONG_LI#ROBERT_S_BELVIN#ALFREDO_ARNAIZ#SUSAN_B_HIRSH
M921012,MCDONNELL DOUGLAS ELECTRONIC SYSTEMS COMPANY MUC_4 TEST RESULTS AND ANALYSIS,#AMNON_MEYERS#DAVID_DE_HILSTER
M921013,MITRE_Bedford ALEMBIC_MUC_4 Test Results and Analysis,#JOHN_ABERDEEN#JOHN_BURGER#DENNIS_CONNOLLY#SUSAN_ROBERTS#MARC_VILAIN
M921014,CRL_NMSU and Brandeis MucBruce_ MUC_4 Test Results and Analysis,#JIM_COWIE#LOUISE_GUTHRIE#YORICK_WILKS#JAMES_PUSTEJOVSKY
M921015,NEW YORK UNIVERSITY PROTEUS SYSTEM_MUC_4 TEST RESULTS AND ANALYSIS,#RALPH_GRISHMAN#JOHN_STERLING#CATHERINE_MACLEOD
M921016,PARAMAX SYSTEMS CORPORATION_MUC_4 TEST RESULTS AND ANALYSIS,#CARL_WEIR#BARRY_SILK
M921017,THE PRC PAKTUS SYSTEM_MUC_4 TEST RESULTS AND ANALYSIS,#BRUCE_LOATMAN
M921018,SRA SOLOMON_MUC_4 TEST RESULTS AND ANALYSIS,#CHINATSU_AONE#DOUG_MCKEE#SANDY_SHINN#HATTE_BLEJER
M921019,SRI INTERNATIONAL FASTUS SYSTEM MUC_4 TEST RESULTS AND ANALYSIS,#DOUGLAS_E_APPELT#JOHN_BEAR#JERRY_R_HOBBS#DAVID_ISRAEL#MABRY_TYSON
M921020,UNIVERSITY OF MARYLAND_CONQUEST_ MUC_4 TEST RESULTS AND ANALYSIS,#JAMES_MAYFIELD
M921021,University of Massachusetts_ MUC_4 Test Results and Analysis,#W_LEHNERT#C_CARDIE#D_FISHER#J_MCCARTHY#E_RILOFF#S_SODERLAND
M921022,The LINK System_ MUC_4 Test Results and Analysis,#STEVEN_L_LYTINEN#SAYAN_BHATTACHARYYA#ROBERT_R_BURRIDGE#PETER_M_HASTINGS#CHRISTIAN_HUYCK#KAREN_A_LIPINSKY#ERIC_S_MCDANIEL#KARENANN_K_TERRELL
M921023,_U_SC_MUC_4 Test Results and Analysis_,#D_MOLDOVAN#S_CHA#M_CHUNG#K_HENDRICKSON#J_KIM#S_KOWALSKI
M921024,BBN_Description of the PLUM System as Used for MUC_4,#DAMARIS_AYUSO#SEAN_BOISEN#HEIDI_FOX#HERB_GISH#ROBERT_INGRIA#RALPH_WEISCHEDEL
M921025,GE NLTOOLSET_ DESCRIPTION OF THE SYSTEM AS USED FOR MUC_4,#GEORGE_KRUPKA#PAUL_JACOBS#LISA_RAU#LOIS_CHILDS#IRA_SIDER
M921026,GE_CMU_DESCRIPTION OF THE TIPSTER_SHOGUN SYSTEM AS USED FOR MUC_4,#PAUL_JACOBS#GEORGE_KRUPKA#LISA_RAU#TODD_KAUFMANN#MICHAEL_MAULDIN
M921027,HUGHES RESEARCH LABORATORIES_ DESCRIPTION OF THE TRAINABLE TEXT SKIMMER USED FOR MUC_4,#STEPHANIE_E_AUGUST#CHARLES_P_DOLAN
M921028,_LANGUAGE SYSTEMS_ INC_DESCRIPTION OF THE DBG SYSTEM AS USED FOR MUC_4_,#CHRISTINE_A_MONTGOMERY#BONNIE_GLOVER_STALLS#ROBERT_E_STUMBERGER#NAICONG_LI#ROBERT_S_BELVIN#ALFREDO_ARNAIZ#SUSAN_B_HIRSH
M921029,MCDONNELL DOUGLAS ELECTRONIC SYSTEMS COMPANY_DESCRIPTION OF THE TEXUS SYSTEM AS USED FOR MUC_4,#AMNON_MEYERS#DAVID_DE_HILSTER
M921030,MITRE_Bedford_Description of the ALEMBIC System as Used for MUC_4,#JOHN_ABERDEEN#JOHN_BURGER#DENNIS_CONNOLLY#SUSAN_ROBERTS#MARC_VILAIN
M921031,CRL_NMSU and Brandeis_ Description of the MucBruce System as Used for MUC_4,#JIM_COWIE#LOUISE_GUTHRIE#YORICK_WILKS
M921032,NEW YORK UNIVERSITY DESCRIPTION OF THE PROTEUS SYSTEM AS USED FOR MUC_4,#RALPH_GRISHMAN#CATHERINE_MACLEOD#JOHN_STERLING
M921033,PARAMAX SYSTEMS CORPORATION_ DESCRIPTION OF THE PARAMAX SYSTEM USED FOR MUC_4,#CARL_WEIR#BARRY_SILK
M921034,PRC Inc_DESCRIPTION OF THE PAKTUS SYSTEM USED FOR MUC_4,#BRUCE_LOATMAN
M921035,SRA_DESCRIPTION OF THE SOLOMON SYSTEM AS USED FORMUC_4,#CHINATSU_AONE#DOUG_MCKEE#SANDY_SHINN#HATTE_BLEJER
M921036,SRI INTERNATIONAL_ DESCRIPTION OF THE FASTUS SYSTEM USED FOR MUC_4,#JERRY_R_HOBBS#DOUGLAS_APPELT#MABRY_TYSON#JOHN_BEAR#DAVID_ISRAEL
M921037,UNIVERSITY OF MARYLAND_CONQUEST_ DESCRIPTION OF THE ICTOAN SYSTEM AS USED FOR MUC_4,#JAMES_MAYFIELD
M921038,University of Massachusetts _ Description of the CIRCUS System as Used for MUC_4,#W_LEHNERT#C_CARDIE#D_FISHER#J_MCCARTHY#E_RILOFF#S_SODERLAND
M921039,Description of the LINK System Used for MUC_ 4,#STEVEN_L_LYTINEN#SAYAN_BHATTACHARYYA#ROBERT_R__BURRIDGE#PETER_M_HASTINGS#CHRISTIAN_HUYCK#KAREN_A__LIPINSKY#ERIC_S_MCDANIEL#KARENANN_K_TERRELL
M921040,USC_ Description of the SNAP System Used for MUC_4,#D_MOLDOVAN#S_CHET#M_CHUNG#K_HENDRICKSON#J_KIM#S__KOWALSKI
M931001,CORPORA AND DATA PREPARATION,#LYNN_CARLSON#BOYAN_ONYSHKEVYCH#MARY_ELLEN_OKUROWSKI
M931002,_TASKS_ DOMAINS_ AND LANGUAGES_,#BOYAN_ONYSHKEVYCH#MARY_ELLEN_OKUROWSKI#LYNN_CARLSON
M931003,TEMPLATE DESIGN FOR INFORMATION EXTRACTION,#BOYAN_ONYSHKEVYCH
M931004,TIPSTER_MUC_5 INFORMATION EXTRACTION SYSTEM EVALUATION,#BETH_M_SUNDHEIM
M931005,DOMAIN AND LANGUAGE EVALUATION RESULTS,#MARY_ELLEN_OKUROWSKI
M931006,COMPARING HUMAN AND MACHINE PERFORMANCE FOR NATURAL LANGUAGE INFORMATION EXTRACTION_ Results for English Microelectronics from the MUC_5 Evaluation,#CRAIG_A_WILL
M931007,MUC_5 EVALUATION METRICS,#NANCY_CHINCHOR#BETH_SUNDHEIM
M931008,THE STATISTICAL SIGNIFICANCE OF THE MUC_5 RESULTS,#NANCY_CHINCHOR
M931009,The Generic Information Extraction System,#JERRY_R_HOBBS
M931010,BBN_ Description of the PLUM System as Used for MUC_5,#THE_PLUM_SYSTEM_GROUP
M931011,GE_CMU_ DESCRIPTION OF THE SHOGUN SYSTEM USEDFOR MUC_5,#PAUL_S_JACOBS#GEORGE_KRUPKA#LISA_RAU
M931012,LANGUAGE SYSTEMS INC_DESCRIPTION OF THE DBG SYSTEMAS USED FOR MUC_51,#CHRISTINE_A_MONTGOMERY#ROBERT_E_STUMBERGER#BONNIE_GLOVER_STALLS#NAICONG_LI#ROBERT_S_BELVIN#SUSAN_HIRSH_LITENATSKY
M931013,MITRE_Bedford_Description of theAlembicSystem as Used for MUC_5,#JOHN_ABERDEEN#JOHN_BURGER#DENNIS_CONNOLLY#SUSAN_ROBERTS#MARC_VILAIN
M931014,NEC_ DESCRIPTION OF THE VENIEX SYSTEM AS USED FOR MUC_5,#KAZUNORI_MURAKI#SHINICHI_DOI#SHINICHI_ANDO
M931015,CRL_BRANDEIS_DESCRIPTION OF THEDIDEROTSYSTEM AS USEDFOR MUC_5,#JIM_COWIE#LOUISE_GUTHRIE#WANG_JIN#RONG_WANG#TAKAHIRO_WAKAO#JAMES_PUSTEJOVSKY#SCOTT_WATERMAN
M931016,NEW YORK UNIVERSITY_DESCRIPTION OF THE PROTEUS SYSTEM AS USED FOR MUC_5,#RALPH_GRISHMAN#JOHN_STERLING
M931017,PRC Inc__DESCRIPTION OF THE PAKTUS SYSTEMUSED FOR MUC_5,#BRUCE_LOATMAN#CHIHKING_YANG
M931018,SRA_DESCRIPTION OF THE SOLOMON SYSTEM AS USED FOR MUC_5,#CHINATSU_AONE#SHARON_FLANK#DOUG_MCKEE#PAUL_KRAUSE
M931019,SRI_ Description of the JV_FASTUS System Used for MUC_5,#DOUGLAS_E_APPELT#JERRY_R_HOBBS#JOHN_BEAR#DAVID_ISRAEL#MEGUMI_KAMEYAMA#MABRY_TYSON
M931020,TRW_DESCRIPTION OF THE DEFT SYSTEM AS USED FOR MUC_5,#WILLIAM_W_NOAH#ROLLIN_V_WEEKS
M931021,UNISYS_Description of the CBAS System Used for MUC_5,#CARL_WEIR#RICH_FRITZSON
M931022,University of Manitoba_ Description of the NUBA System as Used for MUC_5,#DEKANG_LIN
M931023,UMASS_HUGHES_ DESCRIPTION OF THE CIRCUS SYSTEMUSED FOR MUC_51,#W_LEHNERT#J_MCCARTHY#S_SODERLAND#E_RILOFF#C_CARDIE#J_PETERSON#F_FENG
M931024,Description of the LINK System Used for MUC_5,#STEVEN_L_LYTINEN#ROBERT_R_BURRIDGE#PETER_M_HASTINGS#CHRISTIAN_HUYCK
M931025,USC_ DESCRIPTION OF THE SNAP SYSTEMUSED FOR MUC_5,#DAN_MOLDOVAN#SEUNGHO_CHA#MINHWA_CHUNG#TONY_GALLIPPI#KENNETH_J_HENDRICKSON#JUNTAE_KIM#CHANGHWA_LIN#CHINYEW_LIN
M931026,SUSSEX UNIVERSITY_DESCRIPTION OF THE SUSSEX SYSTEM USED FOR MUC_5,#ROBERT_GAIZAUSKAS#LYNNE_CAHILL#ROGER_EVANS
M931027,Summary of Workshop onLexicons for Text Extraction,#JAMES_PUSTEJOVSKY
M931028,Report from the Text Analysis Techniques Topic Session,#ROBERT_E_STUMBERGER
M931029,INFORMATION EXTRACTION FOR THE FUTURE,#PAUL_S_JACOBS
M931030,Topic Session on DISCOURSE,#DAMARIS_M_AYUSO
M931031,TOOLS AND TECHNIQUES FOR RAPID PORTING,#JOE_MCCARTHY
M931032,INFORMATION EXTRACTION AND EVALUATION,#LISA_F_RAU
M951001,DESIGN OF THE MUC_6 EVALUATION,#RALPH_GRISHMAN#BETH_SUNDHEIM
M951002,OVERVIEW OF RESULTS OF THE MUC_6 EVALUATION,#BETH_M_SUNDHEIM
M951003,FOUR SCORERS AND SEVEN YEARS AGO_The Scoring Method for MUC_6,#NANCY_CHINCHOR_PHD#GARY_DUNGCA
M951004,STATISTICAL SIGNIFICANCE OF MUC_6 RESULTS,#NANCY_CHINCHOR_PHD
M951005,A Model_Theoretic Coreference Scoring Scheme,#MARC_VILAIN#JOHN_BURGER#JOHN_ABERDEEN#DENNIS_CONNOLLY#LYNETTE_HIRSCHMAN
M951007,UNIVERSITY OF DURHAM_ DESCRIPTION OF THE LOLITA SYSTEM AS USED IN MUC_6_,#RICHARD_MORGAN#ROBERTO_GARIGLIANO#PAUL_CALLAGHAN#SANJAY_PORIA#MARK_SMITH#AGNIESZKA_URBANOWICZ#RUSSELL_COLLINGHAM#MARCO_COSTANTINO#CHRIS_COOPER#THE_LOLITA_GROUP
M951008,Knight_Ridder Information_s Value Adding Name Finder_ A Variation on the Theme of FASTUS,#ARKADY_BORKOVSKY
M951009,_LOCKHEED MARTIN_ LOUELLA PARSING_AN NLTOOLSET SYSTEM FOR MUC_6_,#LOIS_CHILDS#DEB_BRADY#LOUISE_GUTHRIE#JOSE_FRANCO#DAN_VALDESDAPENA#BILL_REID#JOHN_KIELTY#GLENN_DIERKES#IRA_SIDER
M951010,University of Manitoba_Description of the PIE System Used for MUC_6,#DEKANG_LIN
M951011,DESCRIPTION OF THE UMASS SYSTEM AS USED FOR MUC_6,#DAVID_FISHER#STEPHEN_SODERLAND#JOSEPH_MCCARTHY#FANGFANG_FENG#WENDY_LEHNERT
M951012,MITRE_DESCRIPTION OF THEALEMBICSYSTEM USED FOR MUC_6,#JOHN_ABERDEEN#JOHN_BURGER#DAVID_DAY#LYNETTE_HIRSCHMAN#PATRICIA_ROBINSON#MARC_VILAIN
M951013,CRL_NMSUDescription of the CRL_NMSU Systems Used for MUC_6,#JIM_COWIE
M951014,The NYU System for MUC_6 or Where_s the Syntax_,#RALPH_GRISHMAN
M951015,UNIVERSITY OF PENNSYLVANIA_DESCRIPTION OF THE UNIVERSITY OF PENNSYLVANIASYSTEM USED FOR MUC_6,#BRECK_BALDWIN#JEFF_REYNAR#MIKE_COLLINS#JASON_EISNER#ADWAIT_RATNAPARKHI#JOSEPH_ROSENZWEIG#ANOOP_SARKAR#SRINIVAS
M951016,DESCRIPTION OF THE SAIC DX SYSTEMASUSED FOR MUC_6,#LANCE_A_MILLER
M951017,UNIVERSITY OF SHEFFIELD_DESCRIPTION OF THE LaSIE SYSTEMAS USED FOR MUC_6,#R_GAIZAUSKAS#T_WAKAO#K_HUMPHREYS#H_CUNNINGHAM#Y_WILKS
M951018,SRA_Description of the SRA System as Used for MUC_6,#GEORGE_R_KRUPKA
M951019,SRI INTERNATIONAL FASTUS SYSTEMMUC_6 TEST RESULTS AND ANALYSIS,#DOUGLAS_E_APPELT#JERRY_R_HOBBS#JOHN_BEAR#DAVID_ISRAEL#MEGUMI_KAMEYAMA#ANDY_KEHLER#DAVID_MARTIN#KAREN_MYERS#MABRY_TYSON
M951020,STERLING SOFTWARE_AN NLTOOLSET_BASED SYSTEM FOR MUC_6,#RICHARD_LEE
M951021,WAYNE STATE UNIVERSITY_ DESCRIPTION of the UNO NATURAL LANGUAGE PROCESSING SYSTEM as USED for MUC_6,#LUCJA_IWANSKA#MARY_CROLL#TAEWAN_YOON#MARIA_ADAMS
M981001,Overview of MUC_7,#N_CHINCHOR
M981002,MUC_7 Evaluation of IE Technology_  Overview of Results,#E_MARSH#D_PERZANOWSKI
M981003,Analyzing the Complexity of a Domain with Respect to an Information Extraction Task,#A_BAGGA
M981004,Description of the Oki System as Used for MUC_7,#J_FUKUMOTO#F_MASUI#M_SHIMCHETA#M_SASKI
M981005,University of Durham_ Description of the LOLITA system as Used in MUC_7,#R_GARIGLIANO#A_URBANOWICZ#D_J_NETTLETON
M981006,Using Collocation Statistics in Information Extraction,#D_LIN
M981007,University of Sheffield_ Description of the LaSIE_II System as Used for MUC_7,#K_HUMPHREYS#R_GAIZAUSKAS#S_AZZAM#C_HUYCK#B_MITCHELL#H_CUNNINGHAM#Y_WILKS
M981008,American University in Cairo_ Description of the American University in Cairo_s System Used for MUC_7,#C_HUYCK
M981009,BBN_ Description of the SIFT System as Used for MUC_7,#S_MILLER#M_CRYSTAL#H_FOX#L_RAMSHAW#R_SCHWARTZ#R_STONE#R_WEISCHEDEL#THE_ANNOTATION_GROUP
M981010,Description of Lockheed Martin_s NLToolset as Applied to MUC_7 _AATM7_,#D_BRADY#L_CHILDS#D_CASSEL#B_MAGEE#N_HEINTZELMAN#C_WEIR
M981011,NYU_ Description of the Proteus_PET System as Used for MUC_7 ST,#R_YANGARBER#R_GRISHMAN
M981012,SRA_ Description of the IE2 System Used for MUC_7,#C_AONE#L_HALVERSON#T_HAMPTON#M_RAMOSSANTACRUZ
M981013,TASC_ Description of the TASC System Used for MUC_7,#T_PATTEN#B_HOFFMAN#M_THURN
M981014,FACILE_ Description of the NE System Used for MUC_7,#WJ_BLACK#F_RINALDI#D_MOWATT
M981015,IsoQuest Inc__ Description of the NetOwl,#G_R_KRUPKA#K_HAUSMAN
M981016,Description of the Kent Ridge Digital Labs System Used for MUC_7,#SHIHONG_YU#SHUANHU_BAI#PAUL_WU
M981017,Description of the NTU System used for MET_2,#HH_CHEN#YW_DING#SC_TSAI#GW_BIAN
M981018,NYU_ Description of the MENE Named Entity System as Used in MUC_7,#A_BORTHWICK#J_STERLING#E_AGICHTEIN#R_GRISHMAN
M981019,Description of the Japanese NE System Used for MET_2,#S_SEKINE
M981020,Description of the Oki System as Used for MET_2,#J_FUKUMOTO#M_SHIMOHATA#F_MASUI#M_SASKI
M981021,Description of the LTG System Used for MUC_7,#A_MIKHEEV#C_GROVER#M_MOENS
M981022,Description of the UPENN CAMP System as Used for Coreference,#B_BALDWIN#T_MORTON#A_BAGGA#J_BALDRIDGE#R_CHANDRASEKER#A_DIMITRIADIS#K_SNYDER#M_WOLSKA
M981024,Appendix B_ MUC_7 Test Scores Introduction,#N_CHINCHOR
M981027,Appendix D_ MUC_7 Information Extraction Task Definition _version 5_1_,#N_CHINCHOR#E_MARSH
M981028,Appendix E_ MUC_7 Named Entity Task Definition _version 3_5_,#N_CHINCHOR#P_ROBINSON
M981029,Appendix F_ MUC_7 Coreference Task Definition _version 3_0_,#L_HIRSCHMAN#N_CHINCHOR
M981030,Appendix G_ The Message Understanding Conference Scoring Software User_s Manual,#A_DOUTHAT
N031001,Effective Utterance Classification with Unsupervised Phonotactic Models,#HIYAN_ALSHAWI
N031002,Japanese Named Entity Extraction with Redundant Morphological Analysis,#MASAYUKI_ASAHARA#YUJI_MATSUMOTO
N031003,Learning to Paraphrase_ An Unsupervised Approach Using Multiple_Sequence Alignment,#REGINA_BARZILAY#LILLIAN_LEE
N031004,_In Question Answering_ Two Heads Are Better Than One_,#JENNIFER_CHUCARROLL#KRZYSZTOF_CZUBA#JOHN_PRAGER#ABRAHAM_ITTYCHERIAH
N031005,Automatic Acquisition of Names Using Speak and Spell Mode in Spoken Dialogue Systems,#GRACE_CHUNG#STEPHANIE_SENEFF#CHAO_WANG
N031006,Minimally Supervised Induction of Grammatical Gender,#SILVIU_CUCERZAN#DAVID_YAROWSKY
N031007,An Analysis of Clarification Dialogue for Question Answering,#MARCO_DE_BONI#SURESH_MANANDHAR
N031008,Latent Semantic Information in Maximum Entropy Language Models for Conversational Speech Recognition,#YONGGANG_DENG#SANJEEV_KHUDANPUR
N031009,Simpler and More General Minimization for Weighted Finite_State Automata,#JASON_EISNER
N031010,Greedy Decoding for Statistical Machine Translation in Almost Linear Time,#ULRICH_GERMANN
N031011,Learning Semantic Constraints for the Automatic Discovery of Part_Whole Relations,#ROXANA_GIRJU#ADRIANA_BADULESCU#DAN_MOLDOVAN
N031012,Semantic Coherence Scoring Using an Ontology,#IRYNA_GUREVYCH#RAINER_MALAKA#ROBERT_PORZEL#HANSPETER_ZORN
N031013,A Categorial Variation Database for English,#NIZAR_HABASH#BONNIE_DORR
N031014,Inducing History Representations for Broad Coverage Statistical Parsing,#JAMES_HENDERSON
N031015,Word Sense Acquisition from Bilingual Comparable Corpora,#HIROYUKI_KAJI
N031016,A_ Parsing_ Fast Exact Viterbi Parse Selection,#DAN_KLEIN#CHRISTOPHER_D_MANNING
N031017,Statistical Phrase_Based Translation,#PHILIPP_KOEHN#FRANZ_J_OCH#DANIEL_MARCU
N031018,A Generative Probabilistic OCR Model for NLP Applications,#OKAN_KOLAK#WILLIAM_BYRNE#PHILIP_RESNIK
N031019,A Weighted Finite State Transducer Implementation of the Alignment Template Model for Statistical Machine Translation,#SHANKAR_KUMAR#WILLIAM_BYRNE
N031020,Automatic Evaluation of Summaries Using N_gram Co_occurrence Statistics,#CHINYEW_LIN#EDUARD_HOVY
N031021,Multitext Grammars and Synchronous Parsers,#I_DAN_MELAMED
N031022,COGEX_ A Logic Prover for Question Answering,#DAN_MOLDOVAN#CHRISTINE_CLARK#SANDA_HARABAGIU#STEVE_MAIORANO
N031023,Weakly Supervised Natural Language Learning Without Redundant Views,#VINCENT_NG#CLAIRE_CARDIE
N031024,Syntax_based Alignment of Multiple Translations_ Extracting Paraphrases and Generating New Sentences,#BO_PANG#KEVIN_KNIGHT#DANIEL_MARCU
N031025,Language and Task Independent Text Categorization with Simple Language Models,#FUCHUN_PENG#DALE_SCHUURMANS#SHAOJUN_WANG
N031026,Statistical Sentence Condensation using Ambiguity Packing and Stochastic Disambiguation Methods for Lexical_Functional Grammar,#STEFAN_RIEZLER#TRACY_H_KING#RICHARD_CROUCH#ANNIE_ZAENEN
N031027,Supervised and unsupervised PCFG adaptation to novel domains,#BRIAN_ROARK#MICHIEL_BACCHIANI
N031028,Shallow Parsing with Conditional Random Fields,#FEI_SHA#FERNANDO_PEREIRA
N031029,Comma Restoration Using Constituency Information,#STUART_M_SHIEBER#XIAOPENG_TAO
N031030,Sentence Level Discourse Parsing using Syntactic and Lexical Information,#RADU_SORICUT#DANIEL_MARCU
N031031,Example Selection for Bootstrapping Statistical Parsers,#MARK_STEEDMAN#REBECCA_HWA#STEPHEN_CLARK#MILES_OSBORNE#ANOOP_SARKAR#JULIA_HOCKENMAIER#PAUL_RUHLEN#STEVEN_BAKER#JEREMIAH_CRIM
N031032,Frequency Estimates for Statistical Word Similarity Measures,#EGIDIO_L_TERRA#CHARLES_L_A_CLARKE
N031033,Feature_Rich Part_of_Speech Tagging with a Cyclic Dependency Network,#KRISTINA_TOUTANOVA#DAN_KLEIN#CHRISTOPHER_D_MANNING#YORAM_SINGER
N031034,Evaluating the Evaluation_ A Case Study Using the TREC 2002 Question Answering Track,#ELLEN_M_VOORHEES
N031035,Toward a Task_based Gold Standard for Evaluation of NP Chunks and Technical Terms,#NINA_WACHOLDER#PENG_SONG
N031036,Unsupervised methods for developing taxonomies by combining syntactic and statistical information,#DOMINIC_WIDDOWS
N031037,A Web_Trained Extraction Summarization System,#LIANG_ZHOU#EDUARD_HOVY
N032001,Automating XML markup of text documents,#SHAZIA_AKHTAR#RONAN_G_REILLY#JOHN_DUNNION
N032002,Factored Language Models and Generalized Parallel Backoff,#JEFF_A_BILMES#KATRIN_KIRCHHOFF
N032003,Getting More Mileage from Web Text Sources for Conversational Speech Language Modeling using Class_Dependent Mixtures,#IVAN_BULYKO#MARI_OSTENDORF#ANDREAS_STOLCKE
N032004,Exploiting Diversity for Answering Questions,#JOHN_BURGER#JOHN_HENDERSON
N032005,Story Link Detection and New Event Detection are Asymmetric,#FRANCINE_CHEN#AYMAN_FARAHAT#THORSTEN_BRANTS
N032006,Adaptation Using Out_of_Domain Corpus within EBMT,#TAKAO_DOI#EIICHIRO_SUMITA#HIROFUMI_YAMAMOTO
N032007,Active Learning for Classifying Phone Sequences from Unsupervised Phonotactic Models,#SHONA_DOUGLAS
N032008,A Maximum Entropy Approach to FrameNet Tagging,#MICHAEL_FLEISCHMAN#EDUARD_HOVY
N032009,Target Word Detection and Semantic Role Chunking using Support Vector Machines,#KADRI_HACIOGLU#WAYNE_WARD
N032010,Question Classification with Support Vector Machines and Error Correcting Codes,#KADRI_HACIOGLU#WAYNE_WARD
N032011,Rhetorical Parsing with Underspecification and Forests,#THOMAS_HANNEFORTH#SILVAN_HEINTZE#MANFRED_STEDE
N032012,Detection Of Agreement vs_ Disagreement In Meetings_ Training With Unlabeled Data,#DUSTIN_HILLARD#MARI_OSTENDORF#ELIZABETH_SHRIBERG
N032013,Automatic Expansion of Equivalent Sentence Set Based on Syntactic Substitution,#KENJI_IMAMURA#YASUHIRO_AKIBA#EIICHIRO_SUMITA
N032014,Identifying and Tracking Entity Mentions in a Maximum Entropy Framework,#ABRAHAM_ITTYCHERIAH#LUCIAN_LITA#NANDA_KAMBHATLA#NICOLAS_NICOLOV#SALIM_ROUKOS#MARGO_STYS
N032015,Unsupervised Learning of Morphology for English and Inuktitut,#HOWARD_JOHNSON#JOEL_MARTIN
N032016,Cognates Can Improve Statistical Translation Models,#GRZEGORZ_KONDRAK#DANIEL_MARCU#KEVIN_KNIGHT
N032017,Word Alignment with Cohesion Constraint,#DEKANG_LIN#COLIN_CHERRY
N032018,Towards Emotion Prediction in Spoken Tutoring Dialogues,#DIANE_LITMAN#KATE_FORBES#SCOTT_SILLIMAN
N032019,Inferring Temporal Ordering of Events in News,#INDERJEET_MANI#BARRY_SCHIFFMAN#JIANPING_ZHANG
N032020,A Robust Retrieval Engine for Proximal and Structural Search,#KATSUYA_MASUDA#TAKASHI_NINOMIYA#YUSUKE_MIYAO#TOMOKO_OHTA#JUNICHI_TSUJII
N032021,Precision and Recall of Machine Translation,#I_DAN_MELAMED#RYAN_GREEN#JOSEPH_P_TURIAN
N032022,Semantic Extraction with Wide_Coverage Lexical Resources,#BEHRANG_MOHIT#SRINI_NARAYANAN
N032023,Category_based Pseudowords,#PRESLAV_I_NAKOV#MARTI_A_HEARST
N032024,References to Named Entities_ a Corpus Study,#ANI_NENKOVA#KATHLEEN_MCKEOWN
N032025,Bootstrapping for Named Entity Tagging Using Concept_based Seeds,#CHENG_NIU#WEI_LI#JIHONG_DING#ROHINI_K_SRIHARI
N032026,Desparately Seeking Cebuano,#DOUGLAS_W_OARD#DAVID_DOERMANN#BONNIE_DORR#DAQING_HE#PHILIP_RESNIK#AMY_WEINBERG#WILLIAM_BYRNE#SANJEEV_KHUDANPUR#DAVID_YAROWSKY#ANTON_LEUSKI#PHILIPP_KOEHN#KEVIN_KNIGHT
N032027,Bayesian Nets for Syntactic Categorization of Novel Words,#LEONID_PESHKIN#AVI_PFEFFER#VIRGINIA_SAVOVA
N032028,LM Studies on Filled Pauses in Spontaneous Medical Dictation,#JOCHEN_PETERS
N032029,Automatic Derivation of Surface Text Patterns for a Maximum Entropy Based Question Answering System,#DEEPAK_RAVICHANDRAN#ABRAHAM_ITTYCHERIAH#SALIM_ROUKOS
